day_index,region_label,topic_hint,node_count,edge_count,triangle_count,E,E_oriented,r,orientation_score,triangle_homogeneity_pre,triangle_homogeneity_post,delta
24,Markets,Bond market and S&P 500 align; Nasdaq and Treasury yields move,15,60,110,46.179785763444784,40.32225879882607,2,0.27677100494233936,0.09419969236546151,0.09430011963564813,0.00010042727018662323
24,Tech,OpenAI and chip suppliers align; Anthropic and semiconductor hold,13,33,31,34.28652971350428,31.0772209214227,2,0.3640350877192982,0.03225806451612903,0.03225806451612903,0.0
25,US,"Federal Reserve, Treasury, Senate, and Congress react to crisis",17,69,127,55.83534223820385,47.657881697195165,2,0.26434047052603754,0.3312897283425204,0.3312697543982563,-1.9973944264117804e-05
25,EU,"European Union and ECB steady; Germany, France, Brussels confer",16,66,125,39.75475992637552,34.92892899731117,2,0.48923679060665365,0.19298704823570492,0.19293296559978199,-5.408263592293627e-05
25,MEA,Gulf and OPEC align; Iran and Saudi Arabia compete,16,61,105,77.96184664873421,67.16633799950183,2,0.030674846625766868,0.24784170753816118,0.2478430781833638,1.3706452026140958e-06
25,APAC,Korea and Japan converge; China and Taiwan harden,16,66,127,59.734773400099506,53.57906502528397,2,0.29556517036235797,0.17934584537127407,0.17928421503368147,-6.163033759259973e-05
25,Markets,Treasury yields and Nasdaq spike; S&P 500 and Bond market hesitate,15,60,110,47.97914843678657,41.890013474150244,2,0.27610282450015866,0.09296937555083795,0.0930681564854539,9.878093461594684e-05
25,Tech,Anthropic and OpenAI publish; chip and semiconductor tighten,13,33,31,35.657990902044446,32.320309758279606,2,0.36263736263736257,0.03225806451612903,0.03225806451612903,0.0
26,US,White House and Supreme Court disagree; Senate and Treasury watch,17,69,127,57.903680400792496,49.42438226145657,2,0.26676829268292684,0.33307011155777416,0.3330387530841477,-3.135847362645272e-05
26,EU,Germany and ECB align; Brussels and France hesitate,16,66,125,41.21944134943421,36.218241088071565,2,0.49140708915145004,0.18947298791588335,0.1894932291112075,2.024119532414992e-05
26,MEA,"Israel and Egypt confer; Iran, Saudi Arabia, Gulf react",16,61,105,80.8832827370402,69.68446981488219,2,0.029600394671928952,0.24835537608071007,0.24840304083810882,4.766475739875764e-05
26,APAC,"Australia and ASEAN watchful; China, Japan, Korea react",16,66,127,61.93040481637821,55.55423510556474,2,0.29522317932654657,0.17944499649134585,0.17948695749696422,4.19610056183739e-05
26,Markets,Nasdaq and S&P 500 rally; Treasury yields and Bond market hold,15,60,110,49.77851111012837,43.45776814947442,2,0.27548209366391185,0.09181083673610096,0.09190798980396439,9.715306786342581e-05
26,Tech,Semiconductor and chip supply ease; OpenAI and Anthropic expand,13,33,31,37.02945209058462,33.56339859513651,2,0.36133768352365414,0.03225806451612903,0.03225806451612903,0.0
27,US,Congress and Federal Reserve debate; Senate and White House silent,17,69,127,59.972018563381134,51.19088282571797,2,0.2663230240549828,0.33531355865173734,0.33527716453900996,-3.6394112727378136e-05
27,EU,European Commission and ECB tighten; Germany and France comply,16,66,125,42.6841227724929,37.507553178831955,2,0.4907816151648922,0.18934664279044927,0.189357769442096,1.1126651646736763e-05
27,MEA,OPEC and Gulf tighten; Iran and Saudi Arabia in standoff,16,61,105,84.20562049590188,72.54158379018502,2,0.02846299810246679,0.24823749933086814,0.24826989326257623,3.239393170809124e-05
27,APAC,"China and Korea diverge; Japan, Taiwan, ASEAN respond",16,66,127,64.12603623265692,57.52940518584552,2,0.29490413723511605,0.1758220608392031,0.1758957864015233,7.372556232021488e-05
27,Markets,Bond market and Treasury yields ease; S&P 500 and Nasdaq mixed,15,60,110,51.57787378347016,45.025522824798585,2,0.27490393142181496,0.09090909090909091,0.09090909090909091,0.0
27,Tech,"OpenAI, Anthropic, chip, semiconductor sector reshapes",13,33,31,38.400913279124794,34.806487431993425,2,0.3601260835303388,0.03225806451612903,0.03225806451612903,0.0
28,US,"Treasury, Senate, and Federal Reserve deliberate; Supreme Court rules",17,69,127,62.04035672596977,52.95738338997938,2,0.2659069325735992,0.338162028114304,0.33812622535107845,-3.5802763225567524e-05
28,EU,Brussels and Germany pressure France; ECB and European Commission watch,16,66,125,44.534311279601226,39.118917658450044,2,0.487743871935968,0.19040390727513842,0.1902344411885054,-0.00016946608663301332
28,MEA,"Saudi Arabia, Israel, Egypt cooperate; Iran and Gulf cautious",16,61,105,87.12705658420786,75.05971560556539,2,0.030871255431054196,0.24795763176256277,0.24798280059915062,2.5168836587846632e-05
28,APAC,"Japan, Korea, ASEAN, Australia confer; China and Taiwan strain",16,66,127,66.61079796197285,59.74611455776957,2,0.2935311284046692,0.17574386516906965,0.17575588501981046,1.2019850740813132e-05
28,Markets,S&P 500 and Bond market diverge; Nasdaq and Treasury yields stable,15,60,110,53.37723645681195,46.59327750012276,2,0.2743641040297228,0.09090909090909091,0.09090909090909091,0.0
28,Tech,Chip suppliers and Anthropic align; OpenAI and semiconductor diverge,13,33,31,39.77237446766496,36.04957626885033,2,0.3638426626323752,0.03225806451612903,0.03225806451612903,0.0
29,US,Federal Reserve and Treasury tighten; Senate and Congress respond,17,69,127,64.10869488855842,54.72388395424078,2,0.2655172413793103,0.3343105341574811,0.334307416796019,-3.1173614620794154e-06
29,EU,"European Union, ECB, Brussels, Germany, France converge",16,66,125,45.99899270265991,40.40822974921044,2,0.4891304347826087,0.1847918171032542,0.18458879285616683,-0.00020302424708737443
29,MEA,"Iran, Saudi Arabia, Israel, Egypt, OPEC, and Gulf converge",16,61,105,90.04849267251386,77.57784742094576,2,0.03311258278145695,0.24981217247988907,0.2498567512121353,4.457873224622544e-05
29,APAC,"China, Japan, Korea, Taiwan, ASEAN, Australia coordinate",16,66,127,68.80642937825155,61.72128463805035,2,0.29328621908127206,0.17379856357569048,0.1737030829469206,-9.54806287698784e-05
29,Markets,"S&P 500, Nasdaq, Bond market, Treasury yields converge",15,60,110,55.17659913015374,48.161032175446934,2,0.2768595041322313,0.09090909090909091,0.09090909090909091,0.0
29,Tech,"OpenAI, Anthropic, chip, semiconductor sectors converge",13,33,31,41.143835656205134,37.292665105707236,2,0.36612021857923494,0.03225806451612903,0.03225806451612903,0.0
